gcode,ReleaseDate,ListPrice,Brand,Series Title,Character Name,Sculptor,Scale,Size,Material
FIGURE-042008,2018-10-01 00:00:00,1760,Platz,"""Girls und Panzer"" Series",Miho Nishizumi,Occho Studio GS,1/35,,PVC
FIGURE-049255,2020-10-01 00:00:00,16280,Phat Company,Denkou Choujin Gridman,Rikka Takarada,YOSHI ,1/7,Approx. H210mm,ABS & PVC
FIGURE-034275-R,2018-11-01 00:00:00,14056,Max Factory,To Love-Ru Darkness,Lala Satalin Deviluke,Nakayaman Max Factory,1/6,Approx. H265mm,ABS & PVC
FIGURE-056003,2020-03-01 00:00:00,14850,Bellfine,"""High School D x D"" Series",Rias Gremory,Kayanagi ,1/7,Approx. H125mm,"PVC, ABS, Fabric"
FIG-MOE-1737,2010-07-01 00:00:00,9350,T's system.,Touhou Project,Remilia Scarlet,Takeshi Miyagawa T's system.,1/6,,
FIGURE-039741,2019-08-01 00:00:00,15290,Souyokusha,Nitroplus,Super Pochaco,CL ,1/5,Approx. H290mm,ABS & PVC
HOB-FIG-9410,2008-09-01 00:00:00,8580,YAMATO,Yuria 100 shiki,,zenko Iousen,1/5,Approx. H268mm,"PVC, ABS"
FIGURE-060285,2021-06-01 00:00:00,19800,AMAKUNI,"""Fate"" Series",Altria Pendragon(Saber/Saber Lily/Saber Alter),GRIZZRYPANDA ,1/7,Approx. H25cm,
FIGURE-050494,2019-11-01 00:00:00,15950,Milestone,Taimanin Asagi,Ingrid,"Tototatta, CLAY GOO ",1/7,Approx. H180mm (pose size),"Cloth, Iron, ABS, PVC (non-phthalate ester)"
FIGURE-021392,2016-11-01 00:00:00,14300,Bellfine,Miss Monochrome,Miss Monochrome,Houjun Otoyama ,1/8,Approx. L190mm,"PVC, ABS, Magnet"
HOB-FIG-3763,2008-09-01 00:00:00,7344,YAMATO,Bakuretsu Tenshi (Burst Angel),Meg,Ganyon Cerberus Project TM,1/7,Approx. H200mm,"PVC, ABS"
FIG-MOE-1257,2009-12-01 00:00:00,7560,Beat,Original Character: Amaha Minatogawa,Raphael,Amaha Minatogawa kip,1/6,Approx. H28cm,PVC (Partly ABS)
FIGURE-046233,2019-08-01 00:00:00,12100,Kotobukiya,My Little Pony,Twilight Sparkle,"ke, Wataru Orita Komaka",1/7,Approx. 215mm (including base),PVC
FIGURE-033487,2018-02-01 00:00:00,1500,Taito,"""Fate"" Series",Astolfo(Rider/Rider of Black),,,Approx. 18cm,
FIGURE-051732,2019-12-01 00:00:00,530,Bandai,That Time I Got Reincarnated as a Slime (Tensei shitara Slime datta ken),Milim Nava,,,25cm,
FIGURE-051181-R,2019-08-01 00:00:00,680,Banpresto,Love Live!,Honoka Kosaka,,,Approx. 22cm,
FIGURE-028390,2017-05-01 00:00:00,16200,Daiki Kogyo,STARLESS,Yuuna Mitarai,Vispo ,1/6,Approx. H175mm,
FIGURE-040275,2018-11-01 00:00:00,20350,DRAGON Toy,Walkure Romanze,Akane Ryuzoji,D-zou diskvision,1/6,Approx. H31cm,
FIGURE-000521,2019-03-01 00:00:00,4104,WAVE,Hidamari Sketch,Sae,z-co ,1/10,Approx. H165mm,
FIGURE-004000,2014-08-01 00:00:00,8100,,Oreimo 2 (My Little Sister Can't Be This Cute 2nd Season),Kirino Kousaka,Chizuru Tsuru-no-yakata,1/8,Approx. H90mm,
FIGURE-008872,2015-03-01 00:00:00,1620,,Sailor Moon,Minako Aino(Sailor Venus),,,Approx. H90mm,"ABS, PVC"
FIGURE-003386,2014-08-01 00:00:00,14364,Griffon Enterprises,Vividred Operation,,"fuyuo, BTA TEAM GENESIS",1/8,Approx. H23cm,
FIGURE-002836,2014-01-01 00:00:00,9050,FREEing,"Kono Naka ni Hitori, Imouto ga Iru!",Konoe Tsuruma,Fumiyoshi Tokunaga DRAGON Toy,1/8,Approx. H100mm,
HOB-FIG-3980,2008-09-01 00:00:00,4536,Kotobukiya,Welcome to Pia Carrot,Rumi Kinoshita,Takaku & Takeshi ,1/8,Approx. H185mm,
FIG-MOE-0840,2009-08-01 00:00:00,6480,Bandai,"""Evangelion"" Series",Asuka Langley Soryu(Asuka Langley Shikinami),Hitoshi Tobe Heavy Gauge,1/8,,
FIGURE-013368,2016-03-01 00:00:00,3240,Broccoli,Love Live!,Umi Sonoda,POLY-TOYS+PMG ,Non-scale,Figure: Approx. H80mm / Smartphone Stand: Approx. H126 x W174 x D79mm,"Figure: PVC, ABS / Base: ABS"
FIGURE-002749-R,2014-03-01 00:00:00,15180,Kotobukiya,Rage of Bahamut,Olivia(Dark Angel Olivia),Koei Matsumoto ,1/8,Approx. H290mm/ Approx. 240mm up to head not including the horns/ Approx. 290mm Wide,
FIGURE-030507-R,2017-10-01 00:00:00,11880,Q-six,Strike the Blood,Yukina Himeragi,Nollgreco Q-six,1/7,Approx. 22cm,
FIGURE-000009-R,2011-03-01 00:00:00,7124,ASCII Media Works,Dengeki Moeoh,Asahi-chan,KOTOBUKIYA ,1/8,Approx. H110mm,
FIGURE-041646-R,2018-08-01 00:00:00,17315,Aniplex,"""Fate"" Series",Jeanne d'Arc(Ruler/Avenger/Jeanne d'Arc Alter Santa Lily),"Akinori Urakawa, Design Coco Beehive",1/7,"Approx. H240mm (Top of the head) / Flag: Approx. 350mm (Handle) / Base (Round bas): Approx. 200mm, H: 8mm",
FIGURE-040120,2019-05-01 00:00:00,15180,ques Q,Kiniro Mosaic,Karen Kujo,Missile ,1/7,Approx. H21cm,"PVC, ABS"
FIGURE-001758,2013-12-01 00:00:00,13200,Gift,"""Lyrical Nanoha"" Series",Hayate Yagami,Takayuki Kondo G-DOME,1/4,Approx. H270mm,
FIGURE-040856-R,2018-10-01 00:00:00,13750,Chara-ani,Yuragi-sou no Yuuna-san (Yuuna and the Haunted Hot Springs),Sagiri Ameno,"ICREA CO., LTD ",1/7,Approx. H240mm,"ABS, PVC (non-phthalate ester)"
FIGURE-003370,2014-03-01 00:00:00,16500,,ToHeart2,Tamaki Kosaka,F5 ,1/6,Approx. 250mm,"PU, PVC"
FIGURE-002154-R,2013-09-01 00:00:00,640,former SEGA,"""VOCALOID"" Series",Hatsune Miku,,,Approx. H21cm,
FIGURE-049914,2020-01-01 00:00:00,1760,Medicom Toy,Girls und Panzer,Erika Itsumi,Space Factory ,1/16,Approx. H100mm,
FIGURE-051146-R,2019-08-01 00:00:00,680,Banpresto,"""Sword Art Online"" Series",Keiko Ayano(Silica),,,Approx. 21cm,
FIG-MOE-0370,2009-03-01 00:00:00,7884,MegaHouse,Sakura Sakura,Nanako Sakura,Rei Azusa Gundoll,1/8,Approx. 150mm,
HOB-FIG-5627,2007-10-01 00:00:00,6264,Organic,Street Fighter,Chun Li,Keita Kawai ,,Approx. H25cm,"ATBC-PVC, ABS"
FIGURE-007733,2015-03-01 00:00:00,6696,WAVE,Infinite Stratos (IS),Charlotte Dunois,z-co ,1/10,Approx. H14cm,
FIGURE-058653,2021-01-01 00:00:00,17600,Max Factory,"""VOCALOID"" Series",Hatsune Miku,Chieri Max Factory,1/8,Approx. H230mm (including base),ABS & PVC
FIGURE-003410-R,2014-04-01 00:00:00,8580,Kotobukiya,"""Monogatari"" Series",Shinobu Oshino(Kiss-Shot Acerola-Orion Heart-Under-Blade),Kotobukiya ,1/8,Approx. H190mm,
FIGURE-050423-R,2020-02-01 00:00:00,25850,amiami,"""THE IDOLM@STER"" Series",Kotoha Tanaka,HIDE ,1/8,Approx. H220mm,Figure: PVC (Partly ABS) / Base: ABS
FIGURE-038038-R,2018-09-01 00:00:00,780,FuRyu,"""Sword Art Online"" Series",Keiko Ayano(Silica),,,Approx. 14cm,
FIGURE-061055,2021-05-01 00:00:00,30800,FREEing,Anohana: The Flower We Saw That Day (Ano Hi Mita Hana no Namae o Bokutachi wa Mada Shiranai.),Meiko Honma(Menma),FREEing ,1/4,Approx. H400mm,PVC
FIGURE-054463,2020-08-01 00:00:00,10780,Proovy,Senran Kagura,Ryona,M.I.C. ,1/10,Approx. H113mm,"ATBC-PVC, ABS"
HOB-FIG-5578,2007-09-01 00:00:00,2052,WAVE,The Melancholy of Haruhi Suzumiya,Mikuru Asahina,,1/10,Approx. H160mm,PVC
FIG-MOE-1140,2009-11-01 00:00:00,19580,Musashiya,,,WOOD ,1/6,Approx. L27cm,
FIG-MOE-3896,2011-11-01 00:00:00,7992,Griffon Enterprises,Hello Kitty,Iroha Nekomura,K2b ,,Approx. H17.5cm (non-scale),
FIGURE-024749-R,2016-11-01 00:00:00,980,Banpresto,Lupin the 3rd,Rebecca Rossellini,,,Approx. 14cm,
FIGURE-050683,2019-12-01 00:00:00,12100,Kotobukiya,My Little Pony,Fluttershy(Flutterbat),"Yudai Seki, Koei Matsumoto ",1/7,Approx. H220mm (including base),PVC
FIGURE-050440,2020-01-01 00:00:00,25000,Souyokusha,Re:ZERO -Starting Life in Another World- (Re: Zero kara Hajimeru Isekai Seikatsu),Rem,"Jun, SOUYOKUSHA ",1/7,Approx. H240mm,
FIGURE-045029,2020-10-01 00:00:00,16093,Good Smile Company,"""VOCALOID"" Series",Hatsune Miku,POLY-TOYS ,1/8,Approx. H230mm,ABS & PVC
FIGURE-010776,2015-09-01 00:00:00,13824,Alphamax,Expelled from Paradise (Rakuen Tsuihou),Angela Balzac,MOON ,1/8,Approx. H20.5cm,
FIG-MOE-0766-R,2009-12-01 00:00:00,9219,Good Smile Company,,,Sakurako Iwanaga Shokubutsu Shoujoen,1/8,Approx. 220mm including base (Figure Alone Approx. 180mm Big),
FIGURE-056645,2021-02-01 00:00:00,17380,Phat Company,"""THE IDOLM@STER"" Series",Kaori Sakuramori,Hatioto ,1/7,Approx. H220mm (excluding base),"ABS, PVC"
FIG-MOE-7588,2013-02-01 00:00:00,7179,,Kud Wafter,Kudryavka Noumi(Kud),,1/8,Approx. L175mm (excluding base),"PVC, Silicone"
FIGURE-002589,2014-05-01 00:00:00,14300,Daiki Kogyo,Queen's Blade,Cattleya,Hiroshi Sato OVER DARD,1/5,Approx. H330mm,
FIGURE-013674,2016-01-01 00:00:00,12960,Genco,Sword Art Online II,Asuna Yuuki(Asuna/Titania),,1/7,Approx. 25cm including parasol,"PVC, ABS, Polycarbnate"
FIGURE-054623-R,2019-12-01 00:00:00,780,SEGA Interactive,Re:ZERO -Starting Life in Another World- (Re: Zero kara Hajimeru Isekai Seikatsu),Rem,,,Approx. H21cm,
HOB-FIG-3330,2006-10-01 00:00:00,9680,Movic,Kirinchou Bouei-gumi,,Ashiatoto ,,Approx. 8-11cm (non-scale),
HOB-FIG-3109-R,2006-03-01 00:00:00,4400,Alter,"Djibril, The Devil Angel -episode 2-",Hikari Jinno(Djibril Aries/Black Aries),Numakura Sinsemia,1/8,Approx. H190mm,
FIGURE-046826,2019-11-01 00:00:00,19580,Orca Toys,That Time I Got Reincarnated as a Slime (Tensei shitara Slime datta ken),Shion,Kazushi Kawasaki ,1/6,Approx. H145mm,PVC
FIG-MOE-2308,2010-12-01 00:00:00,21780,Kaitendo,ToHeart2,Tamaki Kosaka,,1/12,,
FIG-MOE-0659,2009-06-01 00:00:00,5965,COSPA,Little Busters!,Kudryavka Noumi(Kud),,Size: 1/6 Head,,PVC (partly ABS)
FIGURE-035599,2018-02-01 00:00:00,880,Plum,Tohoku Zunko,Tohoku Zunko,,,Approx. H65mm (non-scale),PVC
FIGURE-052944-R,2019-10-01 00:00:00,1880,SEGA Interactive,Fate/stay night,Medusa(Rider/Lancer),,,Approx. H25cm,
FIGURE-054928,2020-10-01 00:00:00,17800,Good Smile Company,"""Date A Live"" Series",Tohka Yatogami,Koke ,1/7,Approx. H235mm,ABS & PVC
FIGURE-018280,2016-09-01 00:00:00,13500,Plum,Flower Knight Girl,Oncidium,,1/7,Approx. H260mm,
FIG-MOE-8667,2014-06-01 00:00:00,3024,PairDot,Girls und Panzer,Ami Chouno,,Tank 1/144,Figure Approx. H95mm (non-scale),
FIGURE-019954,2016-11-01 00:00:00,10780,WAVE,Girls und Panzer,Miho Nishizumi,Zuiko ,1/8,Approx. H22cm,
FIGURE-054683,2020-05-01 00:00:00,16280,Revolve,Seven Senses of the Reunion,Asahi Kuga,Nobuta Revolve,1/7,Approx. H220mm,
FIG-MOE-0775,2009-10-01 00:00:00,9504,YAMATO,,,Mitsumasa Yoshizawa REFLECT,,Approx. H280mm,"Non-phthalate PVC, ABS,other (Base: ABS)"
FIGURE-019244,2016-10-01 00:00:00,3024,HOBBY MAX,Senkan Shoujo R,Lexington,"kiking, JK ",Non-scale,Approx. H8cm (including base),
FIG-MOE-7657,2013-03-01 00:00:00,8424,,Ano Natsu de Matteru (Waiting in the Summer),Ichika Takatsuki,Miki Ousaka Cherry Blossom,1/7,Approx. H22cm,
FIGURE-000108,2013-09-01 00:00:00,9180,,To Love-Ru Darkness,Mikan Yuuki,Kamenoko ,1/8,H190mm,
FIGURE-055586,2020-11-01 00:00:00,19580,Alphamax,Nekopara,Vanilla,2% ,1/6,Approx. H24cm (including base),
FIGURE-059202,2020-12-01 00:00:00,19580,Bellfine,Girls' Frontline,SR-3MP,"Azusa Rei, Nassy Gun Doll, Labpsychdelico",1/8,Approx. H190mm (including base),"PVC, ABS"
FIG-MOE-5172,2012-07-01 00:00:00,2160,,Final Fantasy X-2,Yuuna,,,Approx. H70mm,"PVC, ABS"
FIGURE-048230-R,2019-05-01 00:00:00,18129,Rocket Boy,Wagaya no Taimanin Liliana-san,Liliana,Busujimax ,1/6,Approx. H35cm,"PVC, ABS"
FIG-MOE-2432,2011-06-01 00:00:00,4104,Media Factory,Freezing,Satellizer L. Bridgette,,1/10,Approx. H16cm,
FIG-MOE-1106,2009-11-01 00:00:00,12137,FREEing,Kodomo no Jikan,Mimi Usa,,1/4,Approx. H150mm,
FIGURE-015301-R,2016-06-01 00:00:00,1520,FuRyu,To Love-Ru Darkness,Golden Darkness (Konjiki no Yami),,,Approx. 18cm,
HOB-FIG-2399B,2009-03-01 00:00:00,3780,YAMATO,Onegai Twins (Please Twins!),Miina Miyafuji,Zero Clumsy Claft,,,
FIGURE-029038,2017-09-01 00:00:00,14472,Broccoli,"""Fate"" Series",Chloe Von Einzbern(Kuro),Denki Unagi Hatsuden ,1/8,Approx. 200mm,"Main Part: ATBC-PVC, ABS / Base: ABS"
FIGURE-027356,2017-09-01 00:00:00,12980,Alpha Omega,"""THE IDOLM@STER"" Series",Rin Shibuya,,,Approx. H215mm,
FIGURE-007092,2015-01-01 00:00:00,1944,MegaHouse,Aikatsu!,Hinaki Shinjo,,,,
FIGURE-031456,,13824,Griffon Enterprises,Silent Mobius,Nami Yamigumo,TEAM GENESIS ,1/7,Approx. H23.5cm,"ABS, PVC"
FIGURE-118896,2021-02-01 00:00:00,15180,Kotobukiya,"""Toaru"" Series",Gekota,Qiu ming qi ,1/7,Approx. H143mm (including base),PVC
HOB-FIG-3746,2007-01-01 00:00:00,5184,Kotobukiya,Genshiken,Kanako Ohno,IBUKI Rasetsu,1/7,Approx. H215mm,
FIGURE-041334,2018-11-01 00:00:00,14580,Union Creative,To Love-Ru Darkness,Yui Kotegawa,Akabeko ,1/6,Approx. H16cm,"ATBC-PVC, ABS"
HOB-FIG-4855,2007-06-01 00:00:00,7344,former JUN Planning,009-1,Mylene Hoffman,,1/6,Approx. 260mm,
FIGURE-053518,2020-08-01 00:00:00,15400,Daiki Kogyo,,,Houjun Otoyama ,1/6,Approx. H240mm,
FIGURE-009531,2015-05-01 00:00:00,9720,Kotobukiya,Puella Magi Madoka Magica,Homura Akemi,Chizuru Tsuru-no-yakata,1/8,Approx. H140mm,
FIGURE-045862,2019-08-01 00:00:00,1815,Chara-ani,"""Fate"" Series",Astolfo(Rider/Rider of Black),,,Approx. H65mm (non-scale),ABS & PVC *Non-phthalate Ester
FIGURE-051941,2019-09-01 00:00:00,17600,Zoukei Koubou Mitsurin,Cat's Eye,Rui Kisugi,,,H240mm,Soft Vinyl
FIGURE-054512-R,2019-12-01 00:00:00,19250,Rocket Boy,Mahou Shoujo,Erika Kuramoto,LESLyzerosix ,1/6,Approx. H27.5cm,"PVC, ABS"
FIG-MOE-6237,2012-10-01 00:00:00,7179,,Resort BOIN,Nao Iihara,,1/8,Approx. 135mm without the Base,"PVC, ABS (Non-phthalate Ester)"
FIGURE-054133,2020-06-01 00:00:00,18480,Broccoli,Death end re;Quest,Shiina Ninomiya,Chizuru Tsuru-no-yakata,1/7,Approx. H250mm (including base),ABS & PVC
FIGURE-003627,2015-01-01 00:00:00,32292,,Vividred Operation,Himawari Shinomiya,i-con + TEAM GENESIS ,1/2.5,Approx. H60cm,
FIGURE-042476-R,2019-07-01 00:00:00,14300,Kotobukiya,Hoshin Engi,Dakki,"Tomokatsu Tsukamoto, modeloft ",1/8,Approx. H250mm (including base),PVC
HOB-FIG-4182-R,2006-11-01 00:00:00,3080,WAVE,Ikkitousen (Battle Vixens),Hakufu Sonsaku,,1/10,,
FIGURE-610705,2021-04-01 00:00:00,21340,Broccoli,"""THE IDOLM@STER"" Series",Nana Abe,LAN Knead,1/7,H160mm (including base),ABS & ATBC-PVC
FIGURE-003321,2014-03-01 00:00:00,8800,MegaHouse,Queen's Blade,Risty,Mohio ,Approx. 1/8,Approx. H210mm,
FIGURE-011888,2015-11-01 00:00:00,6380,MegaHouse,HeartCatch PreCure!,Tsubomi Hanasaki(Cure Blossom),Nekomaru Yamanekotei -nekohouse-,1/10,Approx. L155mm,
FIGURE-045791,2019-05-01 00:00:00,14300,Bushiroad Creative,Shoujo Kageki Revue Starlight,Karen Aijou,,1/7,Approx. H220mm,"ABS, PVC"
FIGURE-022649,2017-02-01 00:00:00,15984,WAVE,"""THE IDOLM@STER"" Series",Rika Jougasaki,Zuiko ,1/8,Approx. H20cm,
FIGURE-009921,2015-06-01 00:00:00,17820,Kurushima Seisakujo,Original Character: Kurushima Seisakujo,Opal,Keiko ,1/8,Approx. H20.5cm (excluding base),
FIG-MOE-6960,2012-12-01 00:00:00,2160,,Final Fantasy VII,Tifa Lockhart,,,Approx. H64mm,"PVC, ABS"
FIGURE-059567,2021-07-01 00:00:00,23100,AmiAmi x AMAKUNI,Taimanin Yukikaze,Yukikaze Mizuki,Grizzly Panda ,1/6,Approx. H25.5cm,
FIGURE-039105,2018-12-01 00:00:00,5500,MIZIMO,Senkan Shoujo R,Vittorio Veneto,,,,
FIG-MOE-2399,2011-09-01 00:00:00,699,,Black Rock Shooter,Dead Master,blub design Tanaka ,Size: Approx. H40mm (NON Scale),,
FIGURE-012214,2015-11-01 00:00:00,8100,Kotobukiya,DC Comics,Raven,Hogary Jet Stream,1/7,Approx. H235mm (including base),
FIG-MOE-02901-R,2011-03-01 00:00:00,8580,Alter,"""Hyakka Ryoran"" Series",Yukimura Sanada,"Touji Tanaka, Noboru Aketagawa ",1/8,Approx. H210mm,
FIGURE-047406,2019-05-01 00:00:00,13750,Plum,Is the order a rabbit? (Gochuumon wa Usagi desu ka?),Rize Tedeza(Rize),,1/7,Approx. H230mm,PVC
FIGURE-043588,2019-12-01 00:00:00,17380,FuRyu,"""VOCALOID"" Series",Hatsune Miku,,1/7,,
HOB-FIG-3721,2006-06-01 00:00:00,7992,Vice,Bakuretsu Tenshi (Burst Angel),Sei,Masanori Tanaka ,1/8,,
HOB-FIG-8313,2008-07-01 00:00:00,1130,former SEGA,POP WONDERLAND,,Hiromitsu Morikawa ,,Approx. 15cm,
FIGURE-011576,2015-11-01 00:00:00,16280,Alter,Hyperdimension Neptunia,Noire(Black Heart),Noboru Aketagawa ,1/7,"Approx. H310mm (including base, wing) / Approx. L410mm (including wing, weapon)",
FIG-MOE-2246,2011-02-01 00:00:00,17380,Q-six,Mission,Hakubi,HAWK ,1/7,Approx. H23.5cm,Fresh Polystone
FIGURE-047295,2020-01-01 00:00:00,16280,Licorne,"""THE IDOLM@STER"" Series",Kyouko Igarashi,Chikai + Fio ,1/8,Approx. H12cm (including base),PVC & ABS
FIGURE-033882,2018-04-01 00:00:00,23112,DRAGON Toy,Original Character,Kamuna,Shunji Hagii DRAGON Toy,1/6,Approx. H29cm,
FIG-IPN-0650,2009-09-01 00:00:00,770,GSI Creos,,,,,,
FIG-MOE-7630,2013-04-01 00:00:00,12960,,SoniComi,Super Sonico,Takayuki Kondo G-DOME,1/6,Approx. H120mm,
FIG-MOE-7569,2013-02-01 00:00:00,7344,,The Ambition of Nobuna Oda,Nobuna Oda,,1/8,Approx. 20cm,"PVC/ Leg, Base: ABS"
HOB-FIG-4444,2007-03-01 00:00:00,16500,Aizu Project,Cutie Honey (Cutey Honey),Honey Kisaragi(Cutie Honey),Hisanori Sato Daikokuya Kobo,1/7,,
FIGURE-000838,2013-11-01 00:00:00,8360,MegaHouse,"""Megami Tensei"" Series",Airi Ban,Kazuhiro Kurihara Arai Kogyo,1/8,Approx. 195mm,
FIG-MOE-7221-R,2013-07-01 00:00:00,10266,OrchidSeed,The 7 Deadly Sins,Lucifer,Masanori Tanaka Jet Stream,1/8,Approx. H23.5cm + Base 8.5cm,
FIG-MOE-1356,2010-04-01 00:00:00,16280,Kaitendo,,,ELLIOTT ,1/6,,"Candyresin, PVC, ABS"
FIGURE-052802,2020-08-01 00:00:00,3960,FREEing,Ryuuou no Oshigoto! (The Ryuo's Work is Never Done!),Ai Hinatsuru,FREEing ,1/12,Approx. H130mm,
FIGURE-611275,2021-06-01 00:00:00,19580,Wonderful Works,Girls' Frontline,Gd DSR-50,SAKAKI Workshops/RICO ,1/7,Approx. H240mm,ABS&PVC
FIGURE-050191,2020-07-01 00:00:00,26400,FREEing,Hyperdimension Neptunia,Nepgear(Purple Sister),FREEing ,1/4,Approx. H460mm,PVC
FIGURE-004490,2014-03-01 00:00:00,3996,amiami,"""Sora no Otoshimono (Heaven's Lost Property)"" Series",Ikaros,Hajime Kouzuki Little pink summer,,Approx. H11cm (non-scale),"ABS, PVC"
FIG-MOE-1569,2010-07-01 00:00:00,15222,FREEing,Onegai Teacher (Please Teacher!),Mizuho Kazami,FREEing ,1/4,Approx. H400mm with desk,
FIGURE-056000-R,2020-03-01 00:00:00,13750,Bellfine,"""Sword Art Online"" Series",Asuna Yuuki(Asuna/Titania),Houjun Otoyama ,1/7,Approx. H120mm,"PVC, ABS"
FIGURE-119762,2021-05-01 00:00:00,19580,SkyTube,Comic Aun,Hana Fukiishi,HIRO ,1/6,Main Figure: Approx. H16cm (including base),PVC
FIGURE-024435,2016-12-01 00:00:00,14080,PULCHRA,Oreimo 2 (My Little Sister Can't Be This Cute 2nd Season),Ayase Aragaki,b-full PMG,1/8 (including ears: approx. 213mm),,Resin Cast & ABS
HOB-FIG-7706,2008-05-01 00:00:00,5076,WAVE,The Melancholy of Haruhi Suzumiya,Haruhi Suzumiya,Eye Up ,1/10,Approx. 16cm,
FIGURE-044423,2019-05-01 00:00:00,1500,Taito,Re:ZERO -Starting Life in Another World- (Re: Zero kara Hajimeru Isekai Seikatsu),Rem,,,Approx. 23cm,
FIG-MOE-2422,2012-10-01 00:00:00,10266,Gift,Fate/unlimited codes,Altria Pendragon(Saber/Saber Lily/Saber Alter),Satoshi Toda Principality of Kagutsuchino,1/8,Approx. H18cm,
HOB-FIG-2471,2005-07-01 00:00:00,16280,Musashiya,Welcome to Pia Carrot,Sayaka Takai,Tadao Kawano ,1/6,Approx. L27cm,
FIG-MOE-6104,2012-11-01 00:00:00,8640,,Loveplus,Rinko Kobayakawa,Takeshi Miyagawa T's system.,1/6,H23cm,
HOB-FIG-7307,2008-03-01 00:00:00,13200,Aizu Project,Neon Genesis Evangelion,Rei Ayanami,Mawaru Oukoku ,1/8,,
FIGURE-022718,2017-06-01 00:00:00,15180,OrchidSeed,"""Dungeon Travelers"" Series",Tamaki Kosaka,Minheru Blond Parrot,1/7,Approx. H140mm,
FIG-MOE-0622,2009-08-01 00:00:00,7344,WAVE,Lucky Star,,Bunmei ,1/12,Approx. H130mm,
FIG-MOE-7597,2013-04-01 00:00:00,2700,,Puella Magi Madoka Magica,Madoka Kaname,Tomohiro Murakami ,,Approx. H70mm (non-scale),
FIGURE-001313-R,2014-04-01 00:00:00,9219,Good Smile Company,"""THE IDOLM@STER"" Series",Rin Shibuya,Hironori Tokunaga ,1/8,Approx. H200mm,
FIGURE-006305,2014-08-01 00:00:00,7776,Griffon Enterprises,Hentai Ouji to Waranai Neko.,Tsukiko Tsutsukakushi,TEAM GENESIS ,1/8,Approx. H19cm,
FIGURE-047712-R,2020-04-01 00:00:00,20680,ques Q,"""Fate"" Series",Elizabeth Bathory(Lancer/Caster/Saber),Anna ,1/7,Approx. H23cm,PVC (Partially ABS)
FIG-MOE-2071,2011-08-01 00:00:00,15222,FREEing,Lucky Star,Patricia Martin,FREEing ,1/4,Approx. H350mm,
HOB-FIG-5033,2009-02-01 00:00:00,5184,YAMATO,Kashimashi Girl Meets Girl,Hazumu Osaragi,Clumsy Zero ,1/8,,"ABS, PVC"
FIGURE-031052,2017-11-01 00:00:00,13750,KADOKAWA,Re:ZERO -Starting Life in Another World- (Re: Zero kara Hajimeru Isekai Seikatsu),Rem,Kirukiru Layup,1/7,Figure: Approx. H120mm / Cushion Approx. 150 x 150 x 45mm,Figure: PVC / Cushion: Nano Beads
FIG-MOE-7747,2013-05-01 00:00:00,14040,Daiki Kogyo,,Ritsuko,Hiroshi Sato OVER DARD,1/5,Approx. H305mm,
FIGURE-012606,2015-12-01 00:00:00,8100,Kotobukiya,Final Fight,Poison,Takaboku Busujima Busujimax,1/7,Approx. H250mm including base,"PVC (non-phthalate acid), ABS"
FIGURE-057648-R,2020-04-01 00:00:00,1080,Bandai,"""Street Fighter"" Series",Cammy White,,,Approx. 14cm,
FIGURE-009993,2019-05-01 00:00:00,12800,PULCHRA,Sword Art Online II,Shino Asada(Sinon),moineau ,1/8,Approx. H195mm,
FIGURE-053267-R,2019-09-01 00:00:00,1080,SEGA Interactive,"""Love Live!"" Series",Ruby Kurosawa,,,Approx. H22cm,
FIGURE-014700,2016-02-01 00:00:00,12960,Vertex,To Love-Ru Darkness,Tearju Lunatique,MELTING NEURON ,1/7,Approx. H230mm,"PVC, ABS"
FIGURE-011245,2015-07-01 00:00:00,10584,,RO-KYU-BU!,Maho Misawa,,1/7,Approx. H290mm,
FIGURE-004549-R,2014-01-01 00:00:00,730,Banpresto,THE IDOLM@STER (THE IDOLMASTER),Yayoi Takatsuki,Vertex ,,Approx. H160 mm,
FIGURE-010088,2017-11-01 00:00:00,14904,Alter,Love Live! School Idol Festival,Kotori Minami,taka Komaka,1/7,Approx. H230mm,
FIG-IPN-0144,2008-12-01 00:00:00,1836,GSI Creos,,,,,,
FIG-MOE-07124-R,2007-08-01 00:00:00,7700,Kotobukiya,Original Character: Shunya Yamashita,Mirei-san,Houjun Otoyama ,1/7,Approx. H190mm,
FIGURE-003652-R,2014-02-01 00:00:00,1930,Banpresto,Kara no Kyokai,Touko Aozaki,b-full/ VERTEX ,,Approx. H22cm,
FIG-MOE-0073,2008-11-01 00:00:00,8424,YAMATO,Jingai Makyo,Ignis,G.O. Cerberus Project TM,,Approx. H220mm,
FIGURE-007287,2014-10-01 00:00:00,10584,,Hentai Ouji to Waranai Neko.,Tsukiko Tsutsukakushi,TEAM GENESIS ,1/7,"Approx. H9.5cm, Approx. L17.5cm",
FIGURE-044699,2019-01-01 00:00:00,4400,miHoYo,Houkai Gakuen,Bronya Zaychik,,,Approx. H9.5cm,PVC
FIGURE-037380-R,2018-06-01 00:00:00,16280,Licorne,"""THE IDOLM@STER"" Series",Frederica Miyamoto,Chikai ,1/8,,PVC & ABS
HOB-FIG-4873B,2008-01-01 00:00:00,4320,MegaHouse,Gin'iro no Olynssis,Serena,,Approx. 1/8,190mm,
FIGURE-047921,2020-07-01 00:00:00,24200,Plum,Azur Lane,Yamashiro,,1/7,Approx. H160mm,PVC
